Feature ID	Test stat.	pval	pval_fdr	pval_bon	taxonomy
252853	0.581446773	0.137228112	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__
1146	0.445875743	0.283591713	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__
105113	0.400538898	0.342751484	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__
1132905	0.275890215	0.526526319	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__
1107760	0.234506318	0.593123926	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__
4400135	-0.523939595	0.193312199	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__
748601	0.447150891	0.281995646	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
647619	0.387660288	0.360375802	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
196412	0.368364525	0.387419635	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
765291	0.368364525	0.387419635	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
47778	0.368364525	0.387419635	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
652441	0.368364525	0.387419635	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
704748	0.3041048	0.482550082	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
4362614	nan	nan	1	nan	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1145
107234	0.244941582	0.576112915	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1145
756973	-0.517883517	0.199752137	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1145
556561	0.341192024	0.426735554	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1170
101928	-0.36509462	0.392076096	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1170
142373	-0.374940332	0.37811928	1	1	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1170
67147	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__; s__
84255	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__
626383	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__
105600	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__
677966	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__
753223	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__bryantii
103975	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__
3528445	-0.362825209	0.395320079	1	1	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanosphaera; s__
139580	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanocellales; f__Methanocellaceae; g__Methanocella; s__
139575	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanocellales; f__Methanocellaceae; g__Methanocella; s__
565033	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanocorpusculaceae; g__Methanocorpusculum; s__
4359324	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus; s__
592689	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__
706555	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__
3324203	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__
768560	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae]; g__; s__
755973	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae]; g__; s__
4192888	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae]; g__; s__
782042	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae]; g__Methanomassiliicoccus; s__
570725	nan	nan	1	nan	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae]; g__Methanomassiliicoccus; s__
254851	nan	nan	1	nan	k__Bacteria; p__; c__; o__; f__; g__; s__
250188	nan	nan	1	nan	k__Bacteria; p__; c__; o__; f__; g__; s__
1111890	nan	nan	1	nan	k__Bacteria; p__; c__; o__; f__; g__; s__
4275185	0.368364525	0.387419635	1	1	k__Bacteria; p__; c__; o__; f__; g__; s__
818353	0.024766979	0.955826187	1	1	k__Bacteria; p__; c__; o__; f__; g__; s__
1130713	-0.077573503	0.862015706	1	1	k__Bacteria; p__; c__; o__; f__; g__; s__
895341	nan	nan	1	nan	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
567282	nan	nan	1	nan	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
848158	nan	nan	1	nan	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__B-42; s__
274011	nan	nan	1	nan	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera; s__
573829	nan	nan	1	nan	k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae; g__Meiothermus; s__
28429	nan	nan	1	nan	k__Bacteria; p__AC1; c__; o__; f__; g__; s__
4330087	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
562230	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
513193	0.646569896	0.085361529	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
633828	0.598604145	0.122333284	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
4462876	0.562686107	0.154496341	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
240534	0.556586348	0.160328304	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
4301960	0.554060603	0.162774059	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
4334908	0.54823971	0.168479086	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
329074	0.524837346	0.192365972	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
207151	0.515391736	0.202430469	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
819501	0.502364596	0.216701427	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
4330244	0.460614906	0.265379383	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
1114845	0.429297003	0.304687803	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
1111657	0.427401359	0.307140218	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
782084	0.415833107	0.322281366	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
802573	0.400952299	0.342191544	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
204817	0.376571075	0.375826197	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
673825	0.371831232	0.382505882	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
766424	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
362561	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
698811	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
587607	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
679395	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
768237	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
812655	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
650012	0.356694341	0.404133489	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
574623	0.348941171	0.415381434	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
816208	0.234999856	0.592316254	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
785355	0.155236923	0.72637645	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
4302931	-0.028060925	0.949955537	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
252249	-0.058631636	0.895573695	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
205343	-0.400587849	0.342685162	1	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
238966	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__
4331249	0.610283371	0.11269264	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__
237774	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__
336301	0.129270606	0.77129275	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__
628225	-0.185567092	0.674628372	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__
582048	-0.407139738	0.333854574	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__
4309481	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
2281137	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
588240	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
815931	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
195316	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
339544	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
727319	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
590747	0.459833325	0.26633204	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
346459	0.445875743	0.283591713	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
632918	0.425350715	0.309802324	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
624858	0.425294733	0.309875133	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
627179	0.416080254	0.321954771	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
3253464	0.377331499	0.374758746	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
1140754	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
4456936	0.327288478	0.447380139	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
822282	0.044119641	0.921361699	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
659493	0.004230723	0.992451933	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
3018647	-0.407139738	0.333854574	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
4319244	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
3162500	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
249598	0.430069133	0.303691231	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
558300	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
3897235	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
90000	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
666390	0.326438016	0.448654072	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
2315543	0.139613846	0.753339913	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
621571	0.139613846	0.753339913	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
4433409	0.12704758	0.775161147	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
3896028	-0.027237875	0.951422276	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
777687	-0.048356751	0.91382643	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
4419173	-0.093896079	0.833216323	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
3783370	-0.141001023	0.750938135	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
4398257	-0.212639632	0.629206563	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
4473587	-0.286264578	0.510213321	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
4330994	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__Ellin7246; f__; g__; s__
1132062	-0.010746939	0.980827234	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__Ellin7246; f__; g__; s__
556648	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
357085	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
3269318	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
824262	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
3691868	0.689146923	0.058431082	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
646107	0.565220226	0.152104649	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
4253641	0.511967569	0.206138035	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
835333	0.500528636	0.21874859	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
572134	0.431386423	0.301994168	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
2453568	0.40319011	0.339166824	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
314978	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
641116	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
1546874	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
817795	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
4443379	0.258560296	0.554128392	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
4414674	0.174691436	0.693086551	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
214023	0.139613846	0.753339913	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
701722	0.097461251	0.826942987	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
537310	-0.088247208	0.843169158	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
4260702	-0.10819519	0.808096408	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
828752	-0.133005769	0.764800744	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
732890	-0.185567092	0.674628372	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
803238	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
568934	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
810810	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
759250	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
829954	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4346058	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
246893	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4457893	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4309488	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
311802	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
539334	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
696957	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4297568	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
631893	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4356723	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
254115	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
1137578	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
663880	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
612580	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
818976	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
2651008	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
136991	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4313359	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4320239	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
161241	nan	nan	1	nan	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
547608	0.60397116	0.117852586	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
216925	0.539955809	0.176761586	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
619848	0.525130481	0.192057481	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
275105	0.497920568	0.221671788	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
1107346	0.486234936	0.234985092	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
213944	0.433728456	0.298986728	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
735782	0.406309355	0.334968647	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
821468	0.387207103	0.361002286	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
306532	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
588464	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4346057	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4296811	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
820987	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4373456	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
142646	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
759440	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4440607	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
1108390	0.368364525	0.387419635	1	1	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
